,Component 0,Component 1
0,-0.5628648216793768,0.5606299986436077
1,-0.5668033177079429,-0.0325537303248606
2,-0.5533333629810674,0.11399898581015289
3,-0.5557177374388709,-0.3206889363475431
4,-0.6222325033685339,-0.22671433423709234
5,-0.4292847231388313,-0.18482755644520055
6,-0.47145840464115035,-0.3064612461360514
7,-0.536201506093932,-0.13678276263182476
8,-0.6463699725985759,-0.2625392318037685
9,-0.6285598521143906,-0.2324824124303515
10,-0.5844276293808943,-0.44950343126478987
11,-0.36661029596098826,-0.4112115735832958
12,-0.5100336314478754,-0.023832181422980454
13,-0.6453213051293729,-0.31016844603223204
14,-0.6123843605925714,-0.17865009378386376
15,-0.46325833762820406,-0.06794415206160484
16,-0.4935468992696578,-0.2485699724727005
17,-0.6468397688724082,-0.018471265650388615
18,-0.5240577287123767,0.3055777027914947
19,-0.6758282563919864,-0.025957809312874856
20,-0.6619787172710387,0.320836767756798
21,-0.5432702756934935,-0.24143738369852424
22,-0.6987114914074553,0.17894947978925801
23,-0.12721976852332031,0.04613396033352837
24,-0.5376237650664675,0.03540283972134044
25,-0.18856158544046278,0.05851605482295602
26,-0.19970990989113566,0.035098884343694646
27,-0.3107128906624516,-0.2595680005363896
28,-0.26081139795002034,-0.07802825174586503
29,-0.4337357011849675,-0.07588691577894592
30,-0.0028327204256085956,0.08162507919939745
31,-0.4113241877136394,0.019230399577084632
32,-0.27581918897122165,-0.003572365076349749
33,-0.18667195801760889,-0.007272897281891465
34,-0.21212021758478597,0.17062527147371076
35,-0.47131733654123886,0.0716266160335238
36,-0.19174046499782024,-0.043887760965860306
37,-0.18213482308300216,-0.19118682378414273
38,-0.22732249076393127,-0.280210729203764
39,-0.4077115235468104,0.05450543327710305
40,-0.4620920659451991,0.6580296117145211
41,-0.47481694851372647,0.07570820879720885
42,-0.5839948633653599,0.4998624459433472
43,-0.22522053304109177,-0.15118381676550935
44,-0.07154540413669545,0.08137882642695836
45,-0.1340641456882903,-0.2281604678008518
46,0.39007628800351196,0.44010639612871405
47,0.17299475890826485,0.1937941495683503
48,0.39983078826145085,0.29989201784135344
49,-0.16179790953129525,0.08844297383360014
50,-0.1892819786814394,0.21814165767124247
51,0.14599626989528833,0.00963056607587632
52,0.29398538696394344,-0.22246694848926332
53,0.35802566646911005,-0.06430252181111705
54,0.32063338260361335,-0.3641555474444868
55,0.3116338918298455,-0.2951214632806502
56,-0.046364920343684064,0.15130526642262182
57,0.2836213069917352,0.11998524733200637
58,0.16939289170714975,0.014239365792541108
59,0.29293134344447247,-0.008541113775593039
60,0.08057518639970047,-0.02396539545387717
61,0.34682439107445945,-0.14506659634051536
62,-0.015207440514374811,-0.013503463254048408
63,0.021355325234877605,0.33669651403198314
64,0.324671669739066,-0.32652503656096
65,0.17619321415029177,0.009672621798961618
66,-0.533754276455711,0.6888916777718814
67,-0.28931133644927676,0.6523803845723356
68,-0.5429598795591243,0.6289017535866073
69,-0.5963358827338627,0.20488106313671062
70,-0.5211803119682903,0.6230688469466051
71,-0.5921709098078265,0.6521207377060525
72,-0.5267034353900153,0.6628593161475257
73,-0.3285992912459773,0.6835304779054284
74,-0.3666646123244724,0.5511188185259482
75,-0.39266948681929004,0.6206453671112885
76,-0.5250333531878358,0.7771693035020625
77,-0.4309522837393638,-0.2272378193636338
78,-0.3344198695961187,0.0386027291863543
79,-0.37249982822915945,0.1655658862590518
80,-0.4821027559791197,-0.050126739234558806
81,-0.38318334430153694,-0.42694319819641835
82,-0.5287278062770473,-0.06400250918720023
83,-0.44507456056825684,0.06732513419255062
84,-0.3419046877284058,0.5071246455148132
85,-0.6316660861070661,0.5251704930309206
86,-0.3545404801925533,-0.0012306780828147922
87,-0.3981051889938141,-0.03787064912998032
88,-0.6396533906733332,0.09447311719694229
89,-0.5380792137280307,0.4028083173870841
90,-0.6592461977249449,0.6508868777179236
91,-0.5978291869319088,0.31507509500848724
92,0.36271907938402753,0.4415427656298583
93,0.15475661982860847,0.19475172923577969
94,0.38159264918179425,0.30084959750878304
95,-0.17699635876434225,0.08924095688979146
96,-0.20549365786335627,0.21899283959784654
97,0.12978459071337153,0.01048174800248038
98,0.2777737077820265,-0.22161576656265922
99,0.34080075733832343,-0.06339814101410025
100,0.3013820135750871,-0.3631447689066445
101,0.2954222126479288,-0.294270281354046
102,-0.06460305942334045,0.15226284609005133
103,-0.5643828868304208,0.19333162571155538
104,-0.6820354905685979,0.5101623814399064
105,-0.5929305655403786,0.3519113770889213
106,-0.5865084949109012,0.10315095975375019
107,-0.6324214369663171,0.1494381814832594
108,-0.6623396862620847,0.46483244925709694
109,-0.25449017912768734,-0.26499748948990187
110,-0.5097730770473685,-0.1744114350571485
111,-0.5532807674253202,0.16679439590539102
112,-0.6055905179117101,-0.2682415065026776
113,-0.5405985277945395,-0.4700959292776261
114,-0.43622368861514516,-0.19635888632990325
115,-0.48330907090304276,-0.25011560773197833
116,-0.4316614897411802,-0.25782613634888313
117,-0.5785992100586411,0.44866324250420836
118,-0.5217085750951009,0.4405005684695625
119,-0.5612523611198419,0.17586641560410887
120,-0.43013852068857134,-0.06675853811613996
121,-0.52422385317504,0.5022950355090803
122,-0.6725130680497249,0.4550596072870884
123,-0.5996857485787623,-0.22273362013011086
124,-0.7239911368433422,0.4776490248059521
125,-0.5519471154538917,-0.05827366815117725
126,-0.600720929550005,-0.16134264149597904
127,-0.7042028881232726,-0.16579875566188085
128,-0.6771123518166055,-0.2016887766487937
129,-0.6035756210506444,-0.16053598925285595
130,-0.578812157580582,-0.09054431394750577
131,-0.6063625229109623,-0.13443145585782526
132,-0.6011896252729302,-0.14047095484120709
133,-0.4265924135642168,-0.2200550022143406
134,-0.6160222092811377,-0.2680794782528595
135,-0.6382124242902546,-0.16269506723502206
136,-0.5532341538719764,-0.06557772526249189
137,-0.6174038105602512,-0.13040518901571155
138,-0.6279867793813486,-0.13584940523081862
139,-0.6027410718392753,-0.15924552852101798
140,-0.6113705979339195,-0.1663800759201182
141,-0.6111372713384792,-0.11384964557887212
142,-0.6303413341995968,-0.20610249836023348
143,-0.6748329893926246,-0.26690143741548644
144,-0.7558410470737201,-0.21429940350649607
145,-0.4993072501992169,-0.32293162190126906
146,-0.5856252109557742,-0.18254065799606725
147,-0.6549278453085206,-0.16737509632206685
